id,sex,race,region,born,hhsize,adults,age,agekdbrn,sibs,dwelling,wrkstat,degree,educ,paeduc,maeduc,speduc,happy,marital,hapmar,agemar,satjob,postlife,health,class,sei,pasei,masei,spsei,rincome,income,polviews,natroad,natmass,natsci,natchld,sexornt,newsfrom,intecon,inteduc,intspace,intintl,intmil,intenvir,helpful,cantrust,conmedic,coneduc,confinan,intrhome,tvhours
45,FEMALE,BLACK,NORTH,YES,6,1,46,18,5,APARTMENT-4 STORIES,KEEPING HOUSE,PRIMARY/HIGH SCHOOL,15,4,10,13,PRETTY HAPPY,NEVER MARRIED,,27,MOD. SATISFIED,NO,,LOWER CLASS,63.5,86,29.3,40,,,MODERATE,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,NOT AT ALL INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,DEPENDS,USUAL NOT TRUSTED,ONLY SOME,A GREAT DEAL,ONLY SOME,NO,6
46,MALE,OTHER,NORTH,NO,4,2,38,31,2,ROW HOUSE,WORKING FULLTIME,GRADUATE,18,12,12,17,VERY HAPPY,MARRIED,VERY HAPPY,26,VERY SATISFIED,YES,GOOD,MIDDLE CLASS,63.5,85.1,58,65,$25000 OR MORE,$25000 OR MORE,MODERATE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,YES,1
47,FEMALE,WHITE,NORTH,YES,1,1,55,38,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,GRADUATE,20,20,14,6,PRETTY HAPPY,NEVER MARRIED,,28,VERY SATISFIED,YES,GOOD,MIDDLE CLASS,82.7,85.1,65,77,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,,,,,,YES,1
48,FEMALE,WHITE,NORTH,YES,4,2,39,29,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,18,18,16,VERY HAPPY,MARRIED,VERY HAPPY,28,MOD. SATISFIED,NO,,MIDDLE CLASS,50.7,88.8,73.2,64.1,$20000 - 24999,$25000 OR MORE,SLIGHTLY LIBERAL,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,2
49,FEMALE,WHITE,NORTH,YES,3,3,39,29,1,2 UNITS-ONE ABOVE,TEMP NOT WORKING,PRIMARY/HIGH SCHOOL,14,16,11,5,NOT TOO HAPPY,NEVER MARRIED,,14,MOD. SATISFIED,NO,,WORKING CLASS,29.8,48.5,27.7,25,$25000 OR MORE,$20000 - 24999,LIBERAL,ABOUT RIGHT,TOO MUCH,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,TV,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,A GREAT DEAL,ONLY SOME,ONLY SOME,NO,6
50,MALE,WHITE,NORTH,YES,1,1,44,29,2,DETACHED 1-FAM HOUSE,WORKING FULLTIME,GRADUATE,18,18,14,9,PRETTY HAPPY,DIVORCED,,26,VERY SATISFIED,YES,,MIDDLE CLASS,28,63.5,33.1,60,,$25000 OR MORE,EXTREMELY CONSERVATIVE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,,INTERNET,VERY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,LOOKOUT FOR SELF,ALWYS NOT TRUSTED,A GREAT DEAL,ONLY SOME,ONLY SOME,NO,2
51,FEMALE,WHITE,NORTH,YES,2,2,60,29,2,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,12,12,12,PRETTY HAPPY,MARRIED,PRETTY HAPPY,27,A LITTLE DISSAT,YES,,MIDDLE CLASS,68.1,63.5,76,61.9,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,USUALLY TRUSTED,ONLY SOME,ONLY SOME,HARDLY ANY,YES,2
52,FEMALE,WHITE,NORTH,YES,4,2,34,29,3,DETACHED 1-FAM HOUSE,WORKING PARTTIME,POST PRIMARY/HIGH SCHOOL,14,19,12,16,VERY HAPPY,MARRIED,VERY HAPPY,25,VERY SATISFIED,YES,EXCELLENT,UPPER CLASS,64.2,96,38.9,43.4,$25000 OR MORE,$25000 OR MORE,SLGHTLY CONSERVATIVE,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,,5
53,FEMALE,WHITE,NORTH,NO,2,2,53,27,2,DETACHED 1-FAM HOUSE,OTHER,BACHELOR,16,12,16,20,PRETTY HAPPY,MARRIED,PRETTY HAPPY,21,,YES,EXCELLENT,UPPER CLASS,60.6,67,91,96,,$25000 OR MORE,SLIGHTLY LIBERAL,,TOO LITTLE,TOO MUCH,,HETEROSEXUAL OR STRAIGHT,,,,,,,,HELPFUL,USUALLY TRUSTED,HARDLY ANY,ONLY SOME,ONLY SOME,,16
54,MALE,WHITE,NORTH,YES,1,1,22,40,1,DETACHED 1-FAM HOUSE,WORKING PARTTIME,PRIMARY/HIGH SCHOOL,15,18,14,1,PRETTY HAPPY,NEVER MARRIED,,45,A LITTLE DISSAT,,GOOD,MIDDLE CLASS,76.4,93.3,38.4,57,$3000 TO 3999,$10000 - 14999,MODERATE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,A GREAT DEAL,A GREAT DEAL,ONLY SOME,YES,16
55,FEMALE,WHITE,NORTH,YES,3,2,42,31,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,GRADUATE,16,12,12,12,PRETTY HAPPY,MARRIED,PRETTY HAPPY,24,MOD. SATISFIED,NO,,WORKING CLASS,53.3,29.4,88,38.1,$25000 OR MORE,$25000 OR MORE,MODERATE,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,HELPFUL,USUAL NOT TRUSTED,A GREAT DEAL,A GREAT DEAL,HARDLY ANY,YES,2
56,MALE,BLACK,NORTH,YES,2,2,25,48,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,17,12,13,7,PRETTY HAPPY,NEVER MARRIED,,21,MOD. SATISFIED,YES,,WORKING CLASS,40.1,29.2,57.1,73,$25000 OR MORE,$25000 OR MORE,EXTREMELY LIBERAL,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,HELPFUL,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,A GREAT DEAL,YES,2
57,MALE,BLACK,NORTH,YES,3,2,50,22,0,DETACHED 1-FAM HOUSE,WORKING FULLTIME,BACHELOR,16,12,12,2,PRETTY HAPPY,DIVORCED,,,VERY SATISFIED,YES,,MIDDLE CLASS,64.1,29.2,25.8,91,$25000 OR MORE,$25000 OR MORE,MODERATE,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,LOOKOUT FOR SELF,ALWYS NOT TRUSTED,A GREAT DEAL,ONLY SOME,ONLY SOME,YES,2
58,MALE,BLACK,NORTH,YES,2,2,24,50,4,3-4 FAM HOUSE,"UNEMPL, LAID OFF",PRIMARY/HIGH SCHOOL,12,8,13,8,NOT TOO HAPPY,NEVER MARRIED,,25,A LITTLE DISSAT,YES,FAIR,LOWER CLASS,38.1,84,67,60,$20000 - 24999,$25000 OR MORE,MODERATE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,NO,1
59,FEMALE,BLACK,NORTH,YES,1,1,67,25,3,3-4 FAM HOUSE,RETIRED,BACHELOR,16,16,8,1,NOT TOO HAPPY,DIVORCED,,39,,YES,,WORKING CLASS,82.7,32.4,71,45,,$25000 OR MORE,MODERATE,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,LOOKOUT FOR SELF,USUALLY TRUSTED,ONLY SOME,ONLY SOME,HARDLY ANY,YES,4
60,MALE,BLACK,NORTH,YES,4,2,66,38,2,OTHER,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,14,12,12,15,PRETTY HAPPY,NEVER MARRIED,,18,MOD. SATISFIED,NO,,WORKING CLASS,45.3,36.1,65.8,30,$25000 OR MORE,$25000 OR MORE,SLIGHTLY LIBERAL,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,NO,6
61,MALE,WHITE,NORTH,NO,3,3,65,42,0,DETACHED 1-FAM HOUSE,WORKING FULLTIME,GRADUATE,20,12,12,16,PRETTY HAPPY,MARRIED,VERY HAPPY,41,VERY SATISFIED,,GOOD,MIDDLE CLASS,63.2,34.3,60,60.6,$25000 OR MORE,$25000 OR MORE,LIBERAL,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,RADIO,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,YES,4
62,MALE,WHITE,NORTH,YES,2,2,43,35,2,APARTMENT HOUSE,OTHER,GRADUATE,20,19,18,20,VERY HAPPY,MARRIED,VERY HAPPY,34,,YES,GOOD,UPPER CLASS,85.1,86.6,76.4,82.7,$25000 OR MORE,$25000 OR MORE,SLIGHTLY LIBERAL,TOO LITTLE,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,YES,1
63,MALE,BLACK,NORTH,YES,2,2,26,24,2,APARTMENT HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,16,13,3,PRETTY HAPPY,NEVER MARRIED,,14,MOD. SATISFIED,YES,,WORKING CLASS,29.2,69.2,63.5,83,,$10000 - 14999,LIBERAL,ABOUT RIGHT,TOO LITTLE,TOO MUCH,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,A GREAT DEAL,YES,2
64,MALE,OTHER,NORTH,YES,1,1,43,16,4,APARTMENT-4 STORIES,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,9,16,4,14,PRETTY HAPPY,NEVER MARRIED,,19,MOD. SATISFIED,NO,GOOD,WORKING CLASS,63.5,32.4,32.4,70,$20000 - 24999,$20000 - 24999,LIBERAL,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,NO,5
65,FEMALE,WHITE,NORTH,YES,1,1,62,22,2,DETACHED 1-FAM HOUSE,RETIRED,GRADUATE,19,16,12,7,PRETTY HAPPY,SEPARATED,,20,,YES,,MIDDLE CLASS,78.5,86.5,65,82,,,SLGHTLY CONSERVATIVE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,TOO MUCH,,NEWSPAPERS,,NOT AT ALL INTERESTED,,,,,HELPFUL,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,NO,3
66,MALE,WHITE,NORTH,YES,1,1,43,26,2,2 UNITS SIDE BY SIDE,WORKING FULLTIME,POST PRIMARY/HIGH SCHOOL,14,12,12,17,NOT TOO HAPPY,DIVORCED,,36,VERY SATISFIED,YES,POOR,LOWER CLASS,83.9,22,32,75,,,MODERATE,TOO LITTLE,TOO MUCH,ABOUT RIGHT,TOO LITTLE,,INTERNET,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,HELPFUL,USUAL NOT TRUSTED,ONLY SOME,A GREAT DEAL,ONLY SOME,YES,7
67,MALE,OTHER,NORTH,NO,1,1,50,25,5,2 UNITS SIDE BY SIDE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,6,6,15,NOT TOO HAPPY,NEVER MARRIED,,41,VERY SATISFIED,NO,EXCELLENT,WORKING CLASS,27.5,37.3,36,40,$8000 TO 9999,$8000 TO 9999,LIBERAL,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,VERY INTERESTED,,,,,,NO,1
68,FEMALE,WHITE,NORTH,NO,2,2,65,23,6,DETACHED 1-FAM HOUSE,RETIRED,PRIMARY/HIGH SCHOOL,12,20,17,8,PRETTY HAPPY,MARRIED,VERY HAPPY,22,,,,MIDDLE CLASS,36.5,34.2,89,33.1,,,SLGHTLY CONSERVATIVE,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,DEPENDS,USUALLY TRUSTED,HARDLY ANY,ONLY SOME,HARDLY ANY,NO,2
69,MALE,WHITE,NORTH,YES,4,2,38,32,1,DETACHED 1-FAM HOUSE,OTHER,BACHELOR,16,12,12,18,PRETTY HAPPY,MARRIED,PRETTY HAPPY,29,,YES,EXCELLENT,MIDDLE CLASS,80.3,29.2,68.1,73.2,$25000 OR MORE,$25000 OR MORE,MODERATE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,USUAL NOT TRUSTED,A GREAT DEAL,A GREAT DEAL,ONLY SOME,,4
70,FEMALE,WHITE,NORTH,YES,3,2,40,31,0,DETACHED 1-FAM HOUSE,WORKING PARTTIME,GRADUATE,18,15,14,13,PRETTY HAPPY,MARRIED,VERY HAPPY,30,VERY SATISFIED,YES,FAIR,MIDDLE CLASS,82.7,21,38.4,37.6,$25000 OR MORE,$25000 OR MORE,MODERATE,TOO MUCH,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,,,,,,,,DEPENDS,ALWAYS TRUSTED,A GREAT DEAL,A GREAT DEAL,HARDLY ANY,,2
71,FEMALE,WHITE,NORTH,YES,1,1,45,25,6,APARTMENT HOUSE,"UNEMPL, LAID OFF",PRIMARY/HIGH SCHOOL,12,4,11,13,NOT TOO HAPPY,DIVORCED,,22,VERY SATISFIED,YES,GOOD,LOWER CLASS,57.1,24,32.4,79,$15000 - 19999,$15000 - 19999,MODERATE,TOO MUCH,TOO MUCH,TOO MUCH,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,,,,,,NO,4
72,MALE,WHITE,NORTH,YES,2,2,54,32,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,9,9,2,NOT TOO HAPPY,SEPARATED,,32,VERY DISSATISFIED,,GOOD,WORKING CLASS,32.3,31.5,22,31,$15000 - 19999,$25000 OR MORE,LIBERAL,ABOUT RIGHT,ABOUT RIGHT,TOO MUCH,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,USUALLY TRUSTED,ONLY SOME,ONLY SOME,HARDLY ANY,,23
73,FEMALE,WHITE,NORTH,YES,2,2,56,23,4,DETACHED 1-FAM HOUSE,RETIRED,BACHELOR,16,11,12,17,VERY HAPPY,DIVORCED,,19,,YES,EXCELLENT,UPPER CLASS,40,29.5,50.5,91,,$25000 OR MORE,MODERATE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,A GREAT DEAL,ONLY SOME,YES,14
74,MALE,WHITE,NORTH,YES,1,1,61,24,21,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,4,13,16,PRETTY HAPPY,WIDOWED,,23,VERY SATISFIED,YES,,LOWER CLASS,29.4,55,73.2,62,$25000 OR MORE,$25000 OR MORE,MODERATE,ABOUT RIGHT,TOO LITTLE,ABOUT RIGHT,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,HELPFUL,USUALLY TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,NO,4
75,FEMALE,WHITE,NORTH,YES,4,2,28,24,2,DETACHED 1-FAM HOUSE,KEEPING HOUSE,PRIMARY/HIGH SCHOOL,12,16,12,12,PRETTY HAPPY,MARRIED,PRETTY HAPPY,21,MOD. SATISFIED,YES,EXCELLENT,MIDDLE CLASS,39.6,58.8,38.4,63.5,,,MODERATE,ABOUT RIGHT,ABOUT RIGHT,TOO MUCH,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,,,,,,,,LOOKOUT FOR SELF,USUAL NOT TRUSTED,A GREAT DEAL,A GREAT DEAL,A GREAT DEAL,,18
76,FEMALE,WHITE,NORTH,YES,2,2,64,23,2,DETACHED 1-FAM HOUSE,RETIRED,PRIMARY/HIGH SCHOOL,12,12,10,14,VERY HAPPY,MARRIED,VERY HAPPY,45,,YES,EXCELLENT,MIDDLE CLASS,62.5,38.2,53.7,63.2,,$25000 OR MORE,MODERATE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,,,,,,YES,2
77,MALE,WHITE,NORTH,YES,1,1,68,31,1,DETACHED 1-FAM HOUSE,RETIRED,POST PRIMARY/HIGH SCHOOL,14,6,6,6,NOT TOO HAPPY,NEVER MARRIED,,52,,YES,GOOD,MIDDLE CLASS,37.7,27.7,30,23,,,LIBERAL,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,RADIO,VERY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,,,,,,NO,1
78,FEMALE,WHITE,NORTH,YES,2,2,35,17,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,12,12,12,14,NOT TOO HAPPY,NEVER MARRIED,,61,VERY SATISFIED,YES,GOOD,WORKING CLASS,73.6,44.7,29.1,24,$25000 OR MORE,$25000 OR MORE,MODERATE,TOO MUCH,,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,RADIO,MODERATELY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,LOOKOUT FOR SELF,ALWYS NOT TRUSTED,ONLY SOME,HARDLY ANY,ONLY SOME,YES,23
79,FEMALE,WHITE,NORTH,YES,3,1,28,23,3,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,14,12,12,6,PRETTY HAPPY,DIVORCED,,21,A LITTLE DISSAT,YES,GOOD,WORKING CLASS,63.5,50.7,28,72,$25000 OR MORE,$25000 OR MORE,SLIGHTLY LIBERAL,,ABOUT RIGHT,TOO MUCH,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,,,,,,YES,1
80,FEMALE,WHITE,NORTH,NO,2,2,47,32,7,DETACHED 1-FAM HOUSE,WORKING FULLTIME,PRIMARY/HIGH SCHOOL,15,19,6,1,PRETTY HAPPY,DIVORCED,,45,VERY SATISFIED,,GOOD,WORKING CLASS,68.1,31.3,72,96,,,,,TOO LITTLE,,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,,,,,,YES,3
81,MALE,WHITE,NORTH,NO,1,1,46,38,1,DETACHED 1-FAM HOUSE,WORKING FULLTIME,GRADUATE,19,12,20,16,PRETTY HAPPY,NEVER MARRIED,,50,VERY SATISFIED,,EXCELLENT,MIDDLE CLASS,86.6,29.3,61.9,50,,,SLIGHTLY LIBERAL,TOO LITTLE,ABOUT RIGHT,ABOUT RIGHT,ABOUT RIGHT,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,,,,,,YES,3
82,FEMALE,WHITE,NORTH,YES,1,1,50,20,1,APARTMENT HOUSE,KEEPING HOUSE,BACHELOR,16,2,12,1,NOT TOO HAPPY,,,41,A LITTLE DISSAT,YES,,MIDDLE CLASS,26,22,24,71,,,MODERATE,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,ABOUT RIGHT,,TV,NOT AT ALL INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,HELPFUL,USUALLY TRUSTED,HARDLY ANY,HARDLY ANY,A GREAT DEAL,NO,4
83,MALE,BLACK,NORTH,YES,2,2,50,29,2,2 UNITS-ONE ABOVE,WORKING FULLTIME,BACHELOR,16,12,16,19,NOT TOO HAPPY,DIVORCED,,17,MOD. SATISFIED,YES,GOOD,MIDDLE CLASS,83.7,38.2,63.5,36,$25000 OR MORE,$25000 OR MORE,MODERATE,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,INTERNET,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,HELPFUL,USUAL NOT TRUSTED,ONLY SOME,A GREAT DEAL,HARDLY ANY,YES,0
84,FEMALE,BLACK,NORTH,YES,6,4,19,13,3,DETACHED 1-FAM HOUSE,SCHOOL,PRIMARY/HIGH SCHOOL,13,18,14,10,PRETTY HAPPY,NEVER MARRIED,,53,,YES,EXCELLENT,MIDDLE CLASS,38.9,58,53.9,21,LT $1000,$25000 OR MORE,LIBERAL,ABOUT RIGHT,ABOUT RIGHT,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,NEWSPAPERS,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,,,,,,YES,2
85,MALE,OTHER,NORTH,YES,5,2,60,30,8,OTHER,WORKING FULLTIME,LESS THAN PRIMARY/HIGH SCHOOL,11,14,9,11,PRETTY HAPPY,MARRIED,PRETTY HAPPY,22,MOD. SATISFIED,,,MIDDLE CLASS,29.2,49.7,17.1,63.5,$10000 - 14999,$7000 TO 7999,MODERATE,TOO MUCH,TOO LITTLE,TOO LITTLE,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,VERY INTERESTED,MODERATELY INTERESTED,VERY INTERESTED,VERY INTERESTED,VERY INTERESTED,,USUAL NOT TRUSTED,ONLY SOME,A GREAT DEAL,A GREAT DEAL,YES,4
86,FEMALE,WHITE,NORTH,YES,3,3,51,22,1,DETACHED 1-FAM HOUSE,TEMP NOT WORKING,POST PRIMARY/HIGH SCHOOL,14,14,16,13,VERY HAPPY,MARRIED,VERY HAPPY,19,VERY SATISFIED,,,MIDDLE CLASS,30.8,69.7,50,63.5,,$25000 OR MORE,SLGHTLY CONSERVATIVE,ABOUT RIGHT,ABOUT RIGHT,TOO MUCH,TOO LITTLE,HETEROSEXUAL OR STRAIGHT,TV,VERY INTERESTED,MODERATELY INTERESTED,NOT AT ALL INTERESTED,NOT AT ALL INTERESTED,MODERATELY INTERESTED,MODERATELY INTERESTED,LOOKOUT FOR SELF,USUAL NOT TRUSTED,ONLY SOME,ONLY SOME,ONLY SOME,YES,7
